isim,cinsiyet,yas,boy,kilo,takim,uok,yil,sezon,sehir,spor,etkinlik,madalya
Latitia Irne Meignan,F,32.0,170.0,74.0,France,FRA,1992,Summer,Barcelona,Judo,Judo Women's Half-Heavyweight,Bronze
"Elsiena Janneke ""Elien"" Meijer",F,30.0,177.0,71.0,Netherlands,NED,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
"Jacob ""Jaap"" Meijer",M,19.0,177.14678899082568,77.79616306954436,Netherlands,NED,1924,Summer,Paris,Cycling,Cycling Men's Sprint,Silver
"Theodorus Johannes ""Theo"" Meijer",M,27.0,194.0,95.0,Netherlands,NED,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,Bronze
Walter Meijer Timmerman Thijssen,M,22.0,187.38357094365242,84.17521652231845,Minerva Amsterdam,NED,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Launi Kay Meili (-Geddes),F,29.0,170.0,64.0,United States,USA,1992,Summer,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
"Marcus ""Marc"" Meiling",M,26.0,194.0,95.0,West Germany,FRG,1988,Summer,Seoul,Judo,Judo Men's Half-Heavyweight,Silver
Rta Meilutyt,F,15.0,176.0,75.0,Lithuania,LTU,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,Gold
Maren Meinert,F,27.0,173.0,69.0,Germany,GER,2000,Summer,Sydney,Football,Football Women's Football,Bronze
Niklas Meinert,M,27.0,181.0,80.0,Germany,GER,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold
Gerek Lin Meinhardt,M,26.0,183.0,80.0,United States,USA,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
Sven Meinhardt,M,20.0,187.0,83.0,Germany,GER,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Gold
Filip Meirhaeghe,M,29.0,174.0,70.0,Belgium,BEL,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver
Joachim Meischner,M,25.0,176.0,70.0,East Germany,GDR,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Jochen Meiner,M,25.0,179.0,79.0,West Germany,FRG,1968,Summer,Mexico City,Rowing,Rowing Men's Single Sculls,Silver
Katrin Meiner,F,15.0,187.0,80.0,East Germany,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Bronze
Katrin Meiner,F,15.0,187.0,80.0,East Germany,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Katrin Meiner,F,15.0,187.0,80.0,East Germany,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Frank August Meissner,M,17.0,173.9672131147541,71.5,United States,USA,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Bronze
Alexandra Meissnitzer,F,24.0,165.0,62.0,Austria,AUT,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,Bronze
Alexandra Meissnitzer,F,24.0,165.0,62.0,Austria,AUT,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
Alexandra Meissnitzer,F,32.0,165.0,62.0,Austria,AUT,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,Bronze
Paul Meister,M,26.0,186.0,74.0,Switzerland,SUI,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Bronze
"Karel Mejta, Sr.",M,24.0,183.2603550295858,80.27923076923076,Czechoslovakia,TCH,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,Gold
Arsen Mek'ok'ishvili,M,40.0,183.4179104477612,99.97752808988764,Soviet Union,URS,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Mahiedine Mekhissi-Benabbad,M,23.0,190.0,75.0,France,FRA,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
Mahiedine Mekhissi-Benabbad,M,27.0,190.0,75.0,France,FRA,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
Mahiedine Mekhissi-Benabbad,M,31.0,190.0,75.0,France,FRA,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
Yusein Alitiev Mekhmedov,M,32.0,183.4179104477612,99.97752808988764,Bulgaria,BUL,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Yegor Leonidovich Mekhontsev,M,27.0,185.0,81.0,Russia,RUS,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Gold
Yevdokiya Panteleyevna Mekshilo (Arkhipova-),F,32.0,161.0,57.46678321678322,Soviet Union,URS,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
Yevdokiya Panteleyevna Mekshilo (Arkhipova-),F,32.0,161.0,58.357894736842105,Soviet Union,URS,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
Anik Meksz,F,31.0,176.0,65.0,Hungary,HUN,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze
Vladimir Mikhaylovich Melanin,M,30.0,172.0,74.0,Soviet Union,URS,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Gold
Oskars Melbrdis,M,25.0,189.0,95.0,Latvia-1,LAT,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver
Jerzy Melcer,M,27.0,196.0,85.0,Poland,POL,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
Urbia Melndez Rodrguez,F,28.0,166.0,49.0,Cuba,CUB,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Flyweight,Silver
Aleksandr Remmovich Melentyev,M,26.0,177.0,82.0,Soviet Union,URS,1980,Summer,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
"Harry Clemens ""Buddy"" Melges, Jr.",M,34.0,183.0,86.0,Widgeon,USA,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
"Harry Clemens ""Buddy"" Melges, Jr.",M,42.0,183.0,86.0,United States,USA,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
"Judith Ellen ""Judy"" Melick",F,18.0,168.0,57.0,United States,USA,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Antiopi Melidoni,F,26.0,171.0,63.0,Greece,GRE,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Silver
"Loraine ""Lori"" Melien",F,16.0,168.0,57.0,Canada,CAN,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Yury Afanasyevich Melikhov,M,23.0,175.0,76.0,Soviet Union,URS,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
Bektemir Ruzmatzhonovich Melikuziyev,M,20.0,177.0,75.0,Uzbekistan,UZB,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Silver
Arsen Melikyan,M,24.0,170.0,77.0,Armenia,ARM,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,Bronze
Antal Melis,M,22.0,185.0,81.0,Hungary,HUN,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Silver
Zoltn Melis,M,21.0,186.0,81.0,Hungary,HUN,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Silver
Ioannis Melissanidis,M,19.0,172.0,59.0,Greece,GRE,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Hjalmar Stefanus Mellander,M,25.0,183.0,80.0,Sweden,SWE,1906,Summer,Athina,Athletics,Athletics Men's Pentathlon (Ancient),Gold
Erik Hugo Mellbin,M,18.0,175.33896987366376,70.70239290053351,Elsie,SWE,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver
Dagny Mellgren,F,22.0,165.0,67.0,Norway,NOR,2000,Summer,Sydney,Football,Football Women's Football,Gold
Sten Robert Fredrik Mellgren,M,23.0,177.4803386127799,73.08664412510566,Sweden,SWE,1924,Summer,Paris,Football,Football Men's Football,Bronze
"Wilhelm ""Willi"" Melliger",M,42.0,170.0,73.0,Switzerland,SUI,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
"Wilhelm ""Willi"" Melliger",M,47.0,170.0,73.0,Switzerland,SUI,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
Matthias Mellinghaus,M,23.0,199.0,93.0,West Germany,FRG,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Gold
Fleur Northey Mellor (-Wenham),F,20.0,166.9679547596607,57.99620493358634,Australia,AUS,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Thomas Robert ""Tom"" Mellor",M,22.0,183.0,84.0,United States,USA,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Oussama Mellouli,M,24.0,192.0,84.0,Tunisia,TUN,2008,Summer,Beijing,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Oussama Mellouli,M,28.0,192.0,84.0,Tunisia,TUN,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
Oussama Mellouli,M,28.0,192.0,84.0,Tunisia,TUN,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Gold
Alfred Paul Mellows,M,26.0,187.38357094365242,84.17521652231845,Great Britain,GBR,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
Yury Vasilyevich Melnichenko,M,24.0,167.0,58.0,Kazakhstan,KAZ,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
Faina Grigoryevna Melnik (-Veleva),F,27.0,174.0,88.0,Soviet Union,URS,1972,Summer,Munich,Athletics,Athletics Women's Discus Throw,Gold
Olga Ivanovna Melnik,F,23.0,174.0,64.0,Russia,RUS,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Boris Borisovich Melnikov,M,26.0,175.0,68.0,Soviet Union,URS,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Gold
Nikolay Andreyevich Melnikov,M,24.0,184.0,86.0,Soviet Union,URS,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Pavel Vladimirovich Melnikov,M,26.0,198.0,94.0,Russia,RUS,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
Angelina Romanovna Melnikova,F,16.0,151.0,44.0,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
Antonina Alekseyevna Melnikova (-Pilipenko),F,22.0,170.0,65.0,Soviet Union,URS,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
Yelena Vladimirovna Melnikova (-Chepikova),F,20.0,167.0,55.0,Unified Team,EUN,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Bronze
Nikolay Mikhaylovich Melnitsky,M,24.0,171.5,70.70239290053351,Russia,RUS,1912,Summer,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",Silver
Borys Petrovych Melnyk,M,27.0,173.0,86.0,Soviet Union,URS,1972,Summer,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver
"Teignmouth Philip ""Tim"" Melvill",M,43.0,175.5,70.70239290053351,Great Britain,GBR,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Gold
James Arnaud Henri Louis Melvill van Carnbe,M,38.0,178.95701643489255,75.40431266846362,Netherlands,NED,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Bronze
Muhamed Memi,M,28.0,186.0,88.0,Yugoslavia,YUG,1988,Summer,Seoul,Handball,Handball Men's Handball,Bronze
Refik Memievi,M,28.0,188.0,112.0,Yugoslavia,YUG,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
Chellsie Marie Memmel (-Maier),F,20.0,160.0,54.0,United States,USA,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
Jess Mena Campos,M,20.0,166.0,65.0,Mexico,MEX,1988,Summer,Seoul,Diving,Diving Men's Platform,Bronze
Arsne Claude Mnard,M,21.0,180.0,59.0,France,FRA,1928,Summer,Amsterdam,Athletics,Athletics Men's High Jump,Bronze
Ivn Menczel,M,26.0,178.0,72.0,Hungary,HUN,1968,Summer,Mexico City,Football,Football Men's Football,Gold
Tams Mendelnyi,M,24.0,184.0,78.0,Hungary,HUN,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Gold
Hctor Eugene Mndez,M,26.0,174.84368308351176,67.33297872340425,Argentina,ARG,1924,Summer,Paris,Boxing,Boxing Men's Welterweight,Silver
Javier Mndez Gonzlez,M,36.0,174.0,84.0,Cuba,CUB,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
Manuel Mendvil Yocupicio,M,44.0,176.0,68.0,Mexico,MEX,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Csar Leonidas Mendoza Durn,M,33.0,172.25,67.27777777777777,Chile,CHI,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
Jessica Mendoza (-Burks),F,23.0,173.0,66.0,United States,USA,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
Jessica Mendoza (-Burks),F,27.0,173.0,66.0,United States,USA,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
Nurlan Zhaybergenovich Mendygaliyev,M,27.0,192.0,95.0,Soviet Union,URS,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze
"Aurelio ""Aleardo"" Menegazzi",M,23.0,179.6309887869521,73.39152892561984,Italy,ITA,1924,Summer,Paris,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Dino Meneghin,M,30.0,204.0,110.0,Italy,ITA,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
Alfonso Menndez Valln,M,26.0,179.16176470588235,77.93529411764706,Spain,ESP,1992,Summer,Barcelona,Archery,Archery Men's Team,Gold
Herminio Menndez Rodrguez,M,22.0,180.0,86.0,Spain,ESP,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Herminio Menndez Rodrguez,M,26.0,180.0,86.0,Spain,ESP,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Herminio Menndez Rodrguez,M,26.0,180.0,86.0,Spain,ESP,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Osleidys Menndez Sez,F,20.0,175.0,80.0,Cuba,CUB,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,Bronze
Osleidys Menndez Sez,F,24.0,175.0,80.0,Cuba,CUB,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,Gold
Sarah Gabrielle Cabral de Menezes,F,22.0,154.0,48.0,Brazil,BRA,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,Gold
Meng Guanliang,M,27.0,185.0,90.0,China,CHN,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Meng Guanliang,M,31.0,185.0,90.0,China,CHN,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
"Heinrich ""Heini"" Meng",M,25.0,180.99144412756027,83.77559260224017,Switzerland,SUI,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Meng Suping,F,27.0,173.0,123.0,China,CHN,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
Louis John Menges,M,15.0,177.4803386127799,73.08664412510566,Christian Brothers' College-1,USA,1904,Summer,St. Louis,Football,Football Men's Football,Silver
"Adolfo ""Adolphe"" Mengotti Arniz",M,22.0,177.4803386127799,73.08664412510566,Switzerland,SUI,1924,Summer,Paris,Football,Football Men's Football,Silver
Gemma Mengual Civil,F,31.0,173.0,54.0,Spain,ESP,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
Gemma Mengual Civil,F,31.0,173.0,54.0,Spain,ESP,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Franco Menichelli,M,19.0,163.0,60.0,Italy,ITA,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Franco Menichelli,M,19.0,163.0,60.0,Italy,ITA,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
Franco Menichelli,M,23.0,163.0,60.0,Italy,ITA,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Franco Menichelli,M,23.0,163.0,60.0,Italy,ITA,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
Franco Menichelli,M,23.0,163.0,60.0,Italy,ITA,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,Silver
Joaqun Menini,M,24.0,182.0,76.0,Argentina,ARG,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
Argentina Menis,F,24.0,171.0,85.0,Romania,ROU,1972,Summer,Munich,Athletics,Athletics Women's Discus Throw,Silver
Henri Menjou,M,25.556898357297374,177.66666666666666,67.33333333333333,France,FRA,1906,Summer,Athina,Cycling,Cycling Men's 333 metres Time Trial,Bronze
Carl Menke,M,30.0,176.85257731958762,73.34376086200903,Germany,GER,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver
Carol Jean Menken-Schaudt,F,26.0,195.0,77.0,United States,USA,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
Oksana Vladimirovna Menkova,F,26.0,186.0,85.0,Belarus,BLR,2008,Summer,Beijing,Athletics,Athletics Women's Hammer Throw,Gold
"Wilhelm ""Willi"" Menne",M,25.0,183.0,70.0,Germany,GER,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Gold
Pietro Paolo Mennea,M,20.0,180.0,73.0,Italy,ITA,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,Bronze
Pietro Paolo Mennea,M,28.0,180.0,73.0,Italy,ITA,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,Gold
Pietro Paolo Mennea,M,28.0,180.0,73.0,Italy,ITA,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
F. Mennella,M,25.556898357297374,175.33896987366376,70.70239290053351,"Marinai della nave da guerra ""Varese""",ITA,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Bronze
Florian Mennigen,M,30.0,194.0,93.0,Germany,GER,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
Anthony Mensah (Osei Kwadwo-),M,19.0,177.4803386127799,73.08664412510566,Ghana,GHA,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
Danil Theodor Mensch,M,25.0,200.0,97.0,Netherlands,NED,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Ulrich Mense,M,37.0,183.0,100.0,Mutafo,GER,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
Barbara Mensing,F,35.0,170.0,70.0,Germany,GER,1996,Summer,Atlanta,Archery,Archery Women's Team,Silver
Barbara Mensing,F,39.0,170.0,70.0,Germany,GER,2000,Summer,Sydney,Archery,Archery Women's Team,Bronze
Wieger Emile Mensonides,M,22.0,178.0,81.0,Netherlands,NED,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
douard Marie Marc Mny de Marangue,M,29.0,184.88537549407116,79.16733870967742,France,FRA,1912,Summer,Stockholm,Tennis,Tennis Men's Doubles,Bronze
Karl-Heinz Menz,M,26.0,180.0,73.0,East Germany,GDR,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Marco Meoni,M,23.0,197.0,86.0,Italy,ITA,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
Marco Meoni,M,27.0,197.0,86.0,Italy,ITA,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
Ral Ebers Mera Pozzi,M,20.0,181.0,84.0,Uruguay,URU,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Bronze
Nouria Mrah-Benida,F,29.0,162.0,54.0,Algeria,ALG,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Gold
Marcel Meran,M,25.556898357297374,175.33896987366376,70.70239290053351,Scamasaxe-2,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Bronze
Marcel Meran,M,25.556898357297374,175.33896987366376,70.70239290053351,Scamasaxe-3,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Silver
Luciano Mercante,M,33.0,175.33896987366376,70.70239290053351,Italy,ITA,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",Silver
Yulis Gabriel Mercedes Reyes,M,28.0,163.0,58.0,Dominican Republic,DOM,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Flyweight,Silver
Carlos Mercenario Carbajal,M,25.0,175.0,63.0,Mexico,MEX,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,Silver
David Mercer,M,23.0,170.0,89.0,Great Britain,GBR,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
"Raymond A. ""Ray"" Mercer",M,27.0,185.0,91.0,United States,USA,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,Gold
Dsir Alfred Mrchez,M,17.0,186.80173913043478,87.7061717352415,Pupilles de Neptune de Lille #2-1,FRA,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
Dsir Alfred Mrchez,M,17.0,175.33896987366376,70.70239290053351,Pupilles de Neptune de Lille-1,FRA,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Bronze
mile Mercier,M,25.556898357297374,175.33896987366376,70.70239290053351,France,FRA,1900,Summer,Paris,Archery,"Archery Men's Au Chapelet, 50 metres",Bronze
Gaston Antoine Mercier,M,20.0,190.0,88.0,France,FRA,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,Gold
Gaston Antoine Mercier,M,24.0,190.0,88.0,France,FRA,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Bronze
Axel Merckx,M,32.0,191.0,76.0,Belgium,BEL,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Bronze
"Richard Otis ""Dick"" Meredith",M,23.0,170.0,70.0,United States,USA,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Richard Otis ""Dick"" Meredith",M,27.0,170.0,70.0,United States,USA,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Lewis Leon Meredith,M,26.0,180.5,73.5,Great Britain,GBR,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Gold
Lewis Leon Meredith,M,30.0,173.9672131147541,71.5,England-1,GBR,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Silver
"James Edwin ""Ted"" Meredith",M,20.0,175.0,71.0,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's 800 metres,Gold
"James Edwin ""Ted"" Meredith",M,20.0,175.0,71.0,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Irving ""Toots"" Meretsky",M,24.0,194.87262357414448,91.68352893565358,Canada,CAN,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
Florin Mergea,M,31.0,180.0,76.0,Romania,ROU,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Silver
Louis Lucien Mrignac,M,26.0,169.0,70.70239290053351,France,FRA,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",Gold
Pivi Aulikki Meriluoto-Aaltonen,F,27.0,171.0,61.0,Finland,FIN,1980,Summer,Moskva,Archery,Archery Women's Individual,Bronze
Delfina Merino,F,22.0,169.0,59.0,Argentina,ARG,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
Rolando Merio Betancourt,M,29.0,187.0,94.0,Cuba,CUB,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
Rolando Merio Betancourt,M,37.0,187.0,94.0,Cuba,CUB,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
